transcript_id	U2-GT/AG	U2-nc-GC/AG	U12-AT/AC	unknown
MSTRG.501.45	0	1	0	0
MSTRG.5014.13	0	0	0	1
MSTRG.50141.10	0	0	0	1
MSTRG.50141.8	0	1	0	0
MSTRG.50141.9	1	0	0	0
MSTRG.50163.41	0	0	0	1
MSTRG.50177.26	1	0	0	0
MSTRG.50197.3	1	0	0	0
MSTRG.5026.18	1	0	0	0
MSTRG.50459.17	0	1	0	0
MSTRG.50470.10	1	0	0	0
MSTRG.50470.14	1	0	0	0
MSTRG.50470.15	1	0	0	0
MSTRG.50470.4	1	0	0	0
MSTRG.50470.5	1	0	0	0
MSTRG.50486.16	1	0	0	0
MSTRG.50486.20	1	0	0	0
MSTRG.50486.21	1	0	0	0
MSTRG.50494.10	0	0	0	1
MSTRG.50494.17	0	0	0	1
MSTRG.50494.30	0	0	0	1
MSTRG.50494.5	0	0	0	1
MSTRG.50494.9	1	0	0	0
MSTRG.50508.110	1	0	0	0
MSTRG.50540.15	0	0	0	1
MSTRG.50573.9	1	0	0	0
MSTRG.50576.2	1	0	0	0
MSTRG.50583.1	1	0	0	0
MSTRG.50597.16	1	0	0	0
MSTRG.50624.3	0	0	0	1
MSTRG.50629.34	1	0	0	0
MSTRG.50652.2	0	0	0	1
MSTRG.50671.2	0	1	0	0
MSTRG.50677.53	1	0	0	0
MSTRG.50679.11	0	1	0	0
MSTRG.50679.12	1	0	0	0
MSTRG.50679.13	1	0	0	0
MSTRG.50679.15	0	1	0	0
MSTRG.50679.4	1	0	0	0
MSTRG.50679.7	1	0	0	0
MSTRG.50679.8	1	0	0	0
MSTRG.50679.9	1	0	0	0
MSTRG.50710.64	1	0	0	0
MSTRG.50735.27	1	0	0	0
MSTRG.50738.6	1	0	0	0
MSTRG.50752.2	0	1	0	0
MSTRG.50752.9	0	1	0	0
MSTRG.50759.8	1	0	0	0
MSTRG.5076.21	1	0	0	0
MSTRG.5076.3	1	0	0	0
MSTRG.50763.3	1	0	0	0
MSTRG.50828.11	1	0	0	0
MSTRG.50828.15	1	0	0	0
MSTRG.50828.18	1	0	0	0
MSTRG.50828.3	1	0	0	0
MSTRG.50828.4	1	0	0	0
MSTRG.50869.17	1	0	0	0
MSTRG.50905.8	1	0	0	0
MSTRG.51046.41	1	0	0	0
MSTRG.51047.27	1	0	0	0
MSTRG.51204.15	1	0	0	0
MSTRG.5128.23	0	0	0	1
MSTRG.51398.6	1	0	0	0
MSTRG.51443.18	1	0	0	0
MSTRG.51447.14	1	0	0	0
MSTRG.51447.4	1	0	0	0
MSTRG.51447.8	1	0	0	0
MSTRG.5146.1	0	1	0	0
MSTRG.5146.5	0	1	0	0
MSTRG.5146.6	1	0	0	0
MSTRG.51464.8	1	0	0	0
MSTRG.51464.9	1	0	0	0
MSTRG.51580.2	1	0	0	0
MSTRG.51600.2	0	1	0	0
MSTRG.51679.12	1	0	0	0
MSTRG.51679.13	0	1	0	0
MSTRG.51679.14	1	0	0	0
MSTRG.51679.17	1	0	0	0
MSTRG.51679.18	1	0	0	0
MSTRG.51679.21	1	0	0	0
MSTRG.51679.22	1	0	0	0
MSTRG.51679.9	1	0	0	0
MSTRG.51756.14	0	0	0	1
MSTRG.51817.21	1	0	0	0
MSTRG.51901.18	1	0	0	0
MSTRG.51901.22	0	1	0	0
MSTRG.52023.28	0	0	0	1
MSTRG.52132.11	1	0	0	0
MSTRG.52132.12	0	0	0	1
MSTRG.52132.13	1	0	0	0
MSTRG.52132.3	1	0	0	0
MSTRG.52132.7	1	0	0	0
MSTRG.52132.8	1	0	0	0
MSTRG.52183.29	1	0	0	0
MSTRG.52240.1	1	0	0	0
MSTRG.52322.4	1	0	0	0
MSTRG.52326.1	0	1	0	0
MSTRG.52326.9	0	1	0	0
MSTRG.52334.2	1	0	0	0
MSTRG.52334.3	1	0	0	0
MSTRG.52418.113	1	0	0	0
MSTRG.52418.114	1	0	0	0
MSTRG.52427.16	1	0	0	0
MSTRG.52427.18	1	0	0	0
MSTRG.52427.23	1	0	0	0
MSTRG.52427.25	1	0	0	0
MSTRG.52427.27	0	1	0	0
MSTRG.52427.28	1	0	0	0
MSTRG.52427.30	0	0	0	1
MSTRG.52427.32	0	1	0	0
MSTRG.52456.37	1	0	0	0
MSTRG.52463.12	1	0	0	0
MSTRG.52463.14	1	0	0	0
MSTRG.52463.15	0	0	0	1
MSTRG.52468.15	1	0	0	0
MSTRG.52468.2	1	0	0	0
MSTRG.52503.1	1	0	0	0
MSTRG.52538.1	1	0	0	0
MSTRG.52563.2	1	0	0	0
MSTRG.52588.11	0	1	0	0
MSTRG.52588.13	1	0	0	0
MSTRG.52588.4	0	1	0	0
MSTRG.52607.1	0	1	0	0
MSTRG.52607.2	0	0	0	1
MSTRG.52682.4	1	0	0	0
MSTRG.52731.1	1	0	0	0
MSTRG.52872.3	0	1	0	0
MSTRG.52939.53	1	0	0	0
MSTRG.53226.5	0	1	0	0
MSTRG.53226.9	1	0	0	0
MSTRG.53375.10	1	0	0	0
MSTRG.53603.11	0	1	0	0
MSTRG.53634.1	1	0	0	0
MSTRG.53644.10	0	0	0	1
MSTRG.53644.11	0	0	0	1
MSTRG.53644.8	0	0	0	1
MSTRG.53644.9	1	0	0	0
MSTRG.53645.9	1	0	0	0
MSTRG.53652.8	1	0	0	0
MSTRG.53662.1	0	0	0	1
MSTRG.53763.1	1	0	0	0
MSTRG.53777.60	0	0	0	1
MSTRG.53779.36	1	0	0	0
MSTRG.53786.10	0	0	0	1
MSTRG.53786.12	0	0	0	1
MSTRG.53786.17	0	0	0	1
MSTRG.53786.6	1	0	0	0
MSTRG.53804.13	1	0	0	0
MSTRG.53804.24	1	0	0	0
MSTRG.53804.34	1	0	0	0
MSTRG.53832.2	0	0	0	1
MSTRG.53900.6	1	0	0	0
MSTRG.53996.11	1	0	0	0
MSTRG.53996.14	1	0	0	0
MSTRG.53996.3	1	0	0	0
MSTRG.53996.7	1	0	0	0
MSTRG.53996.8	1	0	0	0
MSTRG.54091.16	1	0	0	0
MSTRG.54091.6	1	0	0	0
MSTRG.54096.13	0	0	0	1
MSTRG.5411.73	1	0	0	0
MSTRG.54126.1	1	0	0	0
MSTRG.54126.17	1	0	0	0
MSTRG.54126.2	0	1	0	0
MSTRG.54185.25	1	0	0	0
MSTRG.54195.11	1	0	0	0
MSTRG.5425.30	1	0	0	0
MSTRG.543.10	0	1	0	0
MSTRG.54377.20	0	0	0	1
MSTRG.5467.13	0	1	0	0
MSTRG.5467.2	1	0	0	0
MSTRG.5467.3	1	0	0	0
MSTRG.5467.8	1	0	0	0
MSTRG.54687.4	0	0	0	1
MSTRG.54776.11	1	0	0	0
MSTRG.54776.12	1	0	0	0
MSTRG.54776.13	1	0	0	0
MSTRG.54846.1	1	0	0	0
MSTRG.54870.6	1	0	0	0
MSTRG.54872.10	0	1	0	0
MSTRG.54872.2	0	1	0	0
MSTRG.54872.5	0	1	0	0
MSTRG.54888.1	0	0	0	1
MSTRG.54936.15	0	0	0	1
MSTRG.54971.4	0	0	0	1
MSTRG.54971.8	0	0	0	1
MSTRG.55176.14	0	0	0	1
MSTRG.55243.13	1	0	0	0
MSTRG.55458.41	0	0	0	1
MSTRG.55474.4	1	0	0	0
MSTRG.5556.4	0	0	0	1
MSTRG.55618.2	0	1	0	0
MSTRG.55649.27	0	0	0	1
MSTRG.55658.2	1	0	0	0
MSTRG.55658.4	0	0	1	0
MSTRG.55668.5	1	0	0	0
MSTRG.55668.8	1	0	0	0
MSTRG.55678.6	1	0	0	0
MSTRG.5582.1	1	0	0	0
MSTRG.5582.3	1	0	0	0
MSTRG.55839.8	0	0	1	0
MSTRG.55869.6	1	0	0	0
MSTRG.55960.1	1	0	0	0
MSTRG.56109.45	1	0	0	0
MSTRG.56118.16	0	1	0	0
MSTRG.56118.8	0	1	0	0
MSTRG.56143.5	1	0	0	0
MSTRG.56154.14	1	0	0	0
MSTRG.56154.32	1	0	0	0
MSTRG.56168.9	1	0	0	0
MSTRG.56171.222	1	0	0	0
MSTRG.56188.34	1	0	0	0
MSTRG.56196.1	1	0	0	0
MSTRG.56209.11	0	1	0	0
MSTRG.56209.12	0	1	0	0
MSTRG.56211.18	1	0	0	0
MSTRG.56230.1	1	0	0	0
MSTRG.56241.1	1	0	0	0
MSTRG.56241.2	1	0	0	0
MSTRG.56355.10	1	0	0	0
MSTRG.56355.11	1	0	0	0
MSTRG.56355.17	1	0	0	0
MSTRG.56367.3	1	0	0	0
MSTRG.56367.4	1	0	0	0
MSTRG.56368.4	1	0	0	0
MSTRG.56391.7	0	1	0	0
MSTRG.56399.1	1	0	0	0
MSTRG.56399.2	1	0	0	0
MSTRG.56845.19	1	0	0	0
MSTRG.56881.4	1	0	0	0
MSTRG.57099.10	1	0	0	0
MSTRG.57128.3	0	0	0	1
MSTRG.57195.1	1	0	0	0
MSTRG.57453.2	1	0	0	0
MSTRG.57568.31	0	0	1	0
MSTRG.57568.33	0	0	1	0
MSTRG.57568.38	0	0	1	0
MSTRG.57568.8	1	0	0	0
MSTRG.57724.10	0	0	0	1
MSTRG.57724.13	0	0	0	1
MSTRG.57724.5	0	0	0	1
MSTRG.57870.1	1	0	0	0
MSTRG.57963.1	1	0	0	0
MSTRG.58007.11	1	0	0	0
MSTRG.58007.8	1	0	0	0
MSTRG.58007.9	1	0	0	0
MSTRG.58045.18	1	0	0	0
MSTRG.58156.103	0	0	0	1
MSTRG.58156.46	0	0	0	1
MSTRG.58156.66	0	0	0	1
MSTRG.58156.68	0	0	0	1
MSTRG.58156.76	1	0	0	0
MSTRG.58169.4	0	0	0	1
MSTRG.582.94	0	1	0	0
MSTRG.58221.21	1	0	0	0
MSTRG.58470.1	1	0	0	0
MSTRG.58470.3	1	0	0	0
MSTRG.58470.7	1	0	0	0
MSTRG.58470.8	1	0	0	0
MSTRG.58470.9	1	0	0	0
MSTRG.58473.3	0	0	0	1
MSTRG.58488.22	1	0	0	0
MSTRG.58497.17	0	0	0	1
MSTRG.58497.18	1	0	0	0
MSTRG.58681.6	0	0	0	1
MSTRG.58685.27	1	0	0	0
MSTRG.59003.12	0	0	1	0
MSTRG.59003.9	1	0	0	0
MSTRG.593.4	0	1	0	0
MSTRG.60113.18	0	0	0	1
MSTRG.60117.5	1	0	0	0
MSTRG.60190.10	0	1	0	0
MSTRG.60190.14	1	0	0	0
MSTRG.6040.11	0	1	0	0
MSTRG.6040.12	0	1	0	0
MSTRG.6040.16	0	0	0	1
MSTRG.60405.27	0	0	0	1
MSTRG.6041.1	0	1	0	0
MSTRG.60618.17	0	0	0	1
MSTRG.60631.1	1	0	0	0
MSTRG.60631.10	1	0	0	0
MSTRG.60631.11	1	0	0	0
MSTRG.60631.12	1	0	0	0
MSTRG.60631.13	1	0	0	0
MSTRG.60631.14	1	0	0	0
MSTRG.60631.15	1	0	0	0
MSTRG.60631.17	1	0	0	0
MSTRG.60631.18	1	0	0	0
MSTRG.60631.19	1	0	0	0
MSTRG.60631.2	1	0	0	0
MSTRG.60631.20	1	0	0	0
MSTRG.60631.23	1	0	0	0
MSTRG.60631.3	1	0	0	0
MSTRG.60631.4	1	0	0	0
MSTRG.60631.5	1	0	0	0
MSTRG.60631.6	1	0	0	0
MSTRG.60631.7	1	0	0	0
MSTRG.60631.8	1	0	0	0
MSTRG.60631.9	1	0	0	0
MSTRG.6068.2	1	0	0	0
MSTRG.60691.1	1	0	0	0
MSTRG.60691.23	1	0	0	0
MSTRG.60694.200	1	0	0	0
MSTRG.60694.64	1	0	0	0
MSTRG.6075.7	1	0	0	0
MSTRG.60849.10	1	0	0	0
MSTRG.60849.13	1	0	0	0
MSTRG.60952.3	1	0	0	0
MSTRG.6110.3	1	0	0	0
MSTRG.6112.11	1	0	0	0
MSTRG.6122.6	1	0	0	0
MSTRG.6135.3	0	1	0	0
MSTRG.61639.14	1	0	0	0
MSTRG.61648.8	1	0	0	0
MSTRG.61710.3	1	0	0	0
MSTRG.62204.2	0	0	1	0
MSTRG.62212.2	0	0	0	1
MSTRG.62212.3	0	0	0	1
MSTRG.62212.5	0	0	0	1
MSTRG.62219.3	0	0	0	1
MSTRG.62219.6	1	0	0	0
MSTRG.62337.1	0	0	0	1
MSTRG.62337.10	0	0	0	1
MSTRG.62337.11	0	0	0	1
MSTRG.62337.12	0	0	0	1
MSTRG.62337.13	0	0	0	1
MSTRG.62337.14	0	0	0	1
MSTRG.62337.15	0	0	0	1
MSTRG.62337.16	0	0	0	1
MSTRG.62337.17	0	0	0	1
MSTRG.62337.2	0	0	0	1
MSTRG.62337.20	0	0	0	1
MSTRG.62337.22	0	0	0	1
MSTRG.62337.23	0	0	0	1
MSTRG.62337.24	0	0	0	1
MSTRG.62337.25	0	0	0	1
MSTRG.62337.26	0	0	0	1
MSTRG.62337.29	0	0	0	1
MSTRG.62337.3	0	0	0	1
MSTRG.62337.30	0	0	0	1
MSTRG.62337.31	0	0	0	1
MSTRG.62337.32	0	0	0	1
MSTRG.62337.36	0	0	0	1
MSTRG.62337.4	0	0	0	1
MSTRG.62337.43	0	0	0	1
MSTRG.62337.5	0	0	0	1
MSTRG.62337.6	0	0	0	1
MSTRG.62337.7	0	0	0	1
MSTRG.62337.9	0	0	0	1
MSTRG.6244.28	1	0	0	0
MSTRG.62442.1	1	0	0	0
MSTRG.62463.28	1	0	0	0
MSTRG.6247.6	1	0	0	0
MSTRG.62571.2	1	0	0	0
MSTRG.62589.1	0	1	0	0
MSTRG.6316.1	0	1	0	0
MSTRG.63307.6	0	0	0	1
MSTRG.63307.8	0	0	0	1
MSTRG.63390.10	1	0	0	0
MSTRG.63398.3	1	0	0	0
MSTRG.63532.10	1	0	0	0
MSTRG.63620.2	0	0	0	1
MSTRG.6367.21	1	0	0	0
MSTRG.6369.25	1	0	0	0
MSTRG.6369.26	1	0	0	0
MSTRG.6369.27	1	0	0	0
MSTRG.63715.9	0	1	0	0
MSTRG.63738.1	1	0	0	0
MSTRG.63738.10	1	0	0	0
MSTRG.63738.12	1	0	0	0
MSTRG.63738.13	1	0	0	0
MSTRG.63915.22	0	1	0	0
MSTRG.63915.6	1	0	0	0
MSTRG.63928.5	1	0	0	0
MSTRG.63928.6	0	0	0	1
MSTRG.63928.7	0	0	0	1
MSTRG.63937.10	0	0	0	1
MSTRG.63963.1	0	0	0	1
MSTRG.63963.2	0	0	0	1
MSTRG.63963.3	0	0	0	1
MSTRG.63963.4	0	0	0	1
MSTRG.63963.5	0	0	0	1
MSTRG.63992.2	1	0	0	0
MSTRG.63992.5	0	1	0	0
MSTRG.640.4	0	0	0	1
MSTRG.64047.19	1	0	0	0
MSTRG.64047.9	1	0	0	0
MSTRG.64130.1	1	0	0	0
MSTRG.64130.5	1	0	0	0
MSTRG.64132.5	0	0	0	1
MSTRG.64200.14	0	0	0	1
MSTRG.64200.16	1	0	0	0
MSTRG.64203.4	1	0	0	0
MSTRG.64220.22	1	0	0	0
MSTRG.64331.16	1	0	0	0
MSTRG.64331.8	1	0	0	0
MSTRG.64357.3	1	0	0	0
MSTRG.64357.8	1	0	0	0
MSTRG.64406.18	1	0	0	0
MSTRG.64445.1	1	0	0	0
MSTRG.64445.26	0	0	0	1
MSTRG.64464.1	1	0	0	0
MSTRG.64464.8	1	0	0	0
MSTRG.64955.2	0	0	0	1
MSTRG.64955.4	0	0	0	1
MSTRG.64955.5	0	0	0	1
MSTRG.65032.8	1	0	0	0
MSTRG.65074.12	0	0	0	1
MSTRG.65115.1	0	1	0	0
MSTRG.65115.2	1	0	0	0
MSTRG.65115.3	0	1	0	0
MSTRG.65115.5	0	1	0	0
MSTRG.65135.10	0	1	0	0
MSTRG.65135.3	1	0	0	0
MSTRG.65135.5	1	0	0	0
MSTRG.65135.8	1	0	0	0
MSTRG.65135.9	1	0	0	0
MSTRG.65213.22	1	0	0	0
MSTRG.65278.31	1	0	0	0
MSTRG.65278.38	1	0	0	0
MSTRG.65310.9	0	0	0	1
MSTRG.6536.9	1	0	0	0
MSTRG.65419.23	0	0	0	1
MSTRG.65419.3	1	0	0	0
MSTRG.65430.20	1	0	0	0
MSTRG.65611.19	1	0	0	0
MSTRG.65771.20	1	0	0	0
MSTRG.65974.13	1	0	0	0
MSTRG.65974.15	1	0	0	0
MSTRG.65976.16	1	0	0	0
MSTRG.660.8	0	1	0	0
MSTRG.66015.11	1	0	0	0
MSTRG.66200.7	1	0	0	0
MSTRG.66231.2	0	0	0	1
MSTRG.66472.36	0	1	0	0
MSTRG.66476.30	1	0	0	0
MSTRG.66476.40	1	0	0	0
MSTRG.66476.54	1	0	0	0
MSTRG.66476.55	1	0	0	0
MSTRG.66482.7	1	0	0	0
MSTRG.66502.21	1	0	0	0
MSTRG.66506.2	1	0	0	0
MSTRG.66517.6	0	0	0	1
MSTRG.66557.25	0	0	0	1
MSTRG.66567.1	1	0	0	0
MSTRG.66626.121	0	1	0	0
MSTRG.66653.28	0	0	0	1
MSTRG.66665.10	1	0	0	0
MSTRG.66680.3	0	0	0	1
MSTRG.66732.2	0	1	0	0
MSTRG.66760.2	1	0	0	0
MSTRG.66775.2	0	1	0	0
MSTRG.66801.25	1	0	0	0
MSTRG.66801.27	1	0	0	0
MSTRG.66856.11	1	0	0	0
MSTRG.66856.2	1	0	0	0
MSTRG.66856.8	1	0	0	0
MSTRG.66864.12	0	0	0	1
MSTRG.66864.24	1	0	0	0
MSTRG.66869.10	1	0	0	0
MSTRG.66869.16	1	0	0	0
MSTRG.66869.3	1	0	0	0
MSTRG.66869.4	1	0	0	0
MSTRG.66869.6	1	0	0	0
MSTRG.66904.13	1	0	0	0
MSTRG.66904.14	0	1	0	0
MSTRG.66904.7	1	0	0	0
MSTRG.66908.11	1	0	0	0
MSTRG.66940.10	0	1	0	0
MSTRG.66940.5	1	0	0	0
MSTRG.66965.5	0	1	0	0
MSTRG.67107.11	1	0	0	0
MSTRG.67304.10	0	1	0	0
MSTRG.67304.11	0	1	0	0
MSTRG.67304.13	0	1	0	0
MSTRG.67304.6	0	1	0	0
MSTRG.67304.8	0	1	0	0
MSTRG.67304.9	0	1	0	0
MSTRG.67547.11	0	0	0	1
MSTRG.67547.7	1	0	0	0
MSTRG.67733.6	0	1	0	0
MSTRG.67739.15	0	0	0	1
MSTRG.67916.7	0	0	0	1
MSTRG.67929.4	1	0	0	0
MSTRG.68218.19	1	0	0	0
MSTRG.68218.9	1	0	0	0
MSTRG.685.4	1	0	0	0
MSTRG.68520.4	0	1	0	0
MSTRG.68532.2	1	0	0	0
MSTRG.68550.4	0	1	0	0
MSTRG.68566.11	1	0	0	0
MSTRG.68566.9	1	0	0	0
MSTRG.68713.9	0	1	0	0
MSTRG.68799.17	0	0	0	1
MSTRG.68799.21	0	0	0	1
MSTRG.68799.35	0	0	0	1
MSTRG.68799.39	0	0	0	1
MSTRG.68799.46	0	0	0	1
MSTRG.68824.3	1	0	0	0
MSTRG.68935.3	1	0	0	0
MSTRG.68935.5	1	0	0	0
MSTRG.68935.6	1	0	0	0
MSTRG.69019.11	1	0	0	0
MSTRG.69145.1	1	0	0	0
MSTRG.69145.5	1	0	0	0
MSTRG.69145.7	1	0	0	0
MSTRG.69145.8	1	0	0	0
MSTRG.69201.1	0	0	1	0
MSTRG.69305.6	1	0	0	0
MSTRG.69330.2	1	0	0	0
MSTRG.69457.1	0	1	0	0
MSTRG.69457.10	1	0	0	0
MSTRG.69591.1	1	0	0	0
MSTRG.6971.5	1	0	0	0
MSTRG.6971.8	1	0	0	0
MSTRG.69819.3	1	0	0	0
MSTRG.69965.13	0	1	0	0
MSTRG.69965.23	1	0	0	0
MSTRG.6997.1	1	0	0	0
MSTRG.69979.1	0	1	0	0
MSTRG.69979.2	0	1	0	0
MSTRG.69979.4	0	1	0	0
MSTRG.70039.1	1	0	0	0
MSTRG.70039.11	1	0	0	0
MSTRG.70039.13	1	0	0	0
MSTRG.70039.15	1	0	0	0
MSTRG.70039.18	1	0	0	0
MSTRG.70039.19	1	0	0	0
MSTRG.70039.20	1	0	0	0
MSTRG.70039.5	1	0	0	0
MSTRG.70039.8	1	0	0	0
MSTRG.7005.5	0	0	0	1
MSTRG.70050.4	1	0	0	0
MSTRG.70225.4	0	1	0	0
MSTRG.70233.1	1	0	0	0
MSTRG.70233.10	1	0	0	0
MSTRG.70233.11	1	0	0	0
MSTRG.70233.13	1	0	0	0
MSTRG.70233.14	1	0	0	0
MSTRG.70233.17	1	0	0	0
MSTRG.70233.20	1	0	0	0
MSTRG.70233.4	1	0	0	0
MSTRG.70233.5	1	0	0	0
MSTRG.70233.6	1	0	0	0
MSTRG.70233.7	1	0	0	0
MSTRG.70239.2	0	1	0	0
MSTRG.70334.50	1	0	0	0
MSTRG.70397.14	1	0	0	0
MSTRG.70397.17	1	0	0	0
MSTRG.70413.3	1	0	0	0
MSTRG.70533.3	0	0	0	1
MSTRG.70790.10	0	0	1	0
MSTRG.70790.3	1	0	0	0
MSTRG.70819.12	0	0	0	1
MSTRG.70819.14	0	0	0	1
MSTRG.70821.10	0	0	0	1
MSTRG.71001.1	1	0	0	0
MSTRG.71048.35	1	0	0	0
MSTRG.71048.37	1	0	0	0
MSTRG.71048.39	0	0	0	1
MSTRG.71048.40	1	0	0	0
MSTRG.71305.3	0	1	0	0
MSTRG.71305.4	0	1	0	0
MSTRG.71341.15	1	0	0	0
MSTRG.71341.22	0	0	0	1
MSTRG.71341.23	0	0	0	1
MSTRG.71341.24	0	0	0	1
MSTRG.71341.25	0	0	0	1
MSTRG.71364.24	1	0	0	0
MSTRG.71364.31	1	0	0	0
MSTRG.71364.32	1	0	0	0
MSTRG.71364.33	1	0	0	0
MSTRG.71364.57	1	0	0	0
MSTRG.71364.58	1	0	0	0
MSTRG.71364.61	1	0	0	0
MSTRG.71364.63	1	0	0	0
MSTRG.71364.64	1	0	0	0
MSTRG.71364.65	1	0	0	0
MSTRG.71364.67	1	0	0	0
MSTRG.71364.70	1	0	0	0
MSTRG.71364.72	1	0	0	0
MSTRG.714.12	1	0	0	0
MSTRG.714.14	0	1	0	0
MSTRG.714.24	0	1	0	0
MSTRG.714.4	1	0	0	0
MSTRG.714.9	0	1	0	0
MSTRG.71406.29	1	0	0	0
MSTRG.71545.11	1	0	0	0
MSTRG.71545.12	1	0	0	0
MSTRG.71545.38	1	0	0	0
MSTRG.71545.4	1	0	0	0
MSTRG.71545.41	1	0	0	0
MSTRG.71545.48	1	0	0	0
MSTRG.71545.52	1	0	0	0
MSTRG.71545.53	1	0	0	0
MSTRG.71545.9	1	0	0	0
MSTRG.71563.50	1	0	0	0
MSTRG.71730.7	1	0	0	0
MSTRG.71745.4	0	1	0	0
MSTRG.71745.5	1	0	0	0
MSTRG.71900.10	0	0	0	1
MSTRG.71900.2	1	0	0	0
MSTRG.71900.6	1	0	0	0
MSTRG.72160.10	0	1	0	0
MSTRG.72160.21	0	1	0	0
MSTRG.72197.9	1	0	0	0
MSTRG.72214.19	1	0	0	0
MSTRG.72214.20	1	0	0	0
MSTRG.72219.2	1	0	0	0
MSTRG.7230.4	1	0	0	0
MSTRG.72308.18	0	0	0	1
MSTRG.72311.6	0	1	0	0
MSTRG.72311.7	1	0	0	0
MSTRG.72323.14	1	0	0	0
MSTRG.72327.18	1	0	0	0
MSTRG.72331.1	0	0	0	1
MSTRG.72331.12	0	0	0	1
MSTRG.72331.14	0	0	0	1
MSTRG.72331.15	0	0	0	1
MSTRG.72331.18	0	0	0	1
MSTRG.72331.19	0	0	0	1
MSTRG.72331.22	0	0	0	1
MSTRG.72331.23	0	0	0	1
MSTRG.72331.27	0	0	0	1
MSTRG.72331.30	0	0	0	1
MSTRG.7234.2	1	0	0	0
MSTRG.72806.111	0	0	0	1
MSTRG.72806.88	0	0	0	1
MSTRG.72806.97	0	0	0	1
MSTRG.72836.11	0	0	0	1
MSTRG.72855.2	0	1	0	0
MSTRG.72855.21	1	0	0	0
MSTRG.72855.26	1	0	0	0
MSTRG.72855.9	0	1	0	0
MSTRG.72876.9	1	0	0	0
MSTRG.72889.6	0	0	0	1
MSTRG.72920.6	0	0	0	1
MSTRG.72920.7	1	0	0	0
MSTRG.72975.18	1	0	0	0
MSTRG.72996.1	1	0	0	0
MSTRG.73020.9	1	0	0	0
MSTRG.73039.2	0	0	1	0
MSTRG.73054.14	1	0	0	0
MSTRG.73235.101	1	0	0	0
MSTRG.73235.105	1	0	0	0
MSTRG.73235.106	1	0	0	0
MSTRG.73235.108	1	0	0	0
MSTRG.73235.109	1	0	0	0
MSTRG.73235.112	1	0	0	0
MSTRG.73235.113	1	0	0	0
MSTRG.73235.114	1	0	0	0
MSTRG.73235.115	1	0	0	0
MSTRG.73235.117	1	0	0	0
MSTRG.73235.118	0	1	0	0
MSTRG.73235.120	1	0	0	0
MSTRG.73235.121	1	0	0	0
MSTRG.73235.122	1	0	0	0
MSTRG.73235.123	1	0	0	0
MSTRG.73235.124	1	0	0	0
MSTRG.73235.125	1	0	0	0
MSTRG.73235.126	1	0	0	0
MSTRG.73235.127	1	0	0	0
MSTRG.73235.134	1	0	0	0
MSTRG.73235.135	1	0	0	0
MSTRG.73235.137	1	0	0	0
MSTRG.73235.138	1	0	0	0
MSTRG.73235.139	1	0	0	0
MSTRG.73235.141	1	0	0	0
MSTRG.73235.142	1	0	0	0
MSTRG.73235.143	1	0	0	0
MSTRG.73269.15	0	0	1	0
MSTRG.73368.17	0	0	0	1
MSTRG.734.4	1	0	0	0
MSTRG.73563.2	1	0	0	0
MSTRG.73604.5	1	0	0	0
MSTRG.73671.2	1	0	0	0
MSTRG.73690.3	1	0	0	0
MSTRG.73703.22	1	0	0	0
MSTRG.73703.40	1	0	0	0
MSTRG.73833.14	1	0	0	0
MSTRG.73838.10	1	0	0	0
MSTRG.73838.5	1	0	0	0
MSTRG.73853.12	1	0	0	0
MSTRG.73853.26	1	0	0	0
MSTRG.73853.27	1	0	0	0
MSTRG.73853.29	1	0	0	0
MSTRG.73853.3	1	0	0	0
MSTRG.73853.36	1	0	0	0
MSTRG.73853.55	1	0	0	0
MSTRG.73873.10	0	0	0	1
MSTRG.73873.19	0	0	0	1
MSTRG.74031.8	0	0	0	1
MSTRG.7409.10	1	0	0	0
MSTRG.7409.11	1	0	0	0
MSTRG.7409.3	1	0	0	0
MSTRG.74160.2	1	0	0	0
MSTRG.74244.14	1	0	0	0
MSTRG.74244.15	1	0	0	0
MSTRG.74244.18	0	1	0	0
MSTRG.74244.21	1	0	0	0
MSTRG.74244.7	1	0	0	0
MSTRG.74244.8	1	0	0	0
MSTRG.74244.9	1	0	0	0
MSTRG.74249.43	0	1	0	0
MSTRG.74506.28	1	0	0	0
MSTRG.74506.57	1	0	0	0
MSTRG.74560.10	1	0	0	0
MSTRG.74560.8	1	0	0	0
MSTRG.7465.12	1	0	0	0
MSTRG.74783.2	1	0	0	0
MSTRG.74783.3	0	0	1	0
MSTRG.74874.11	1	0	0	0
MSTRG.74874.13	1	0	0	0
MSTRG.74874.14	1	0	0	0
MSTRG.74874.15	1	0	0	0
MSTRG.74874.16	1	0	0	0
MSTRG.74874.17	1	0	0	0
MSTRG.74874.18	1	0	0	0
MSTRG.74874.20	1	0	0	0
MSTRG.74874.21	1	0	0	0
MSTRG.74874.23	1	0	0	0
MSTRG.74874.27	1	0	0	0
MSTRG.74874.7	1	0	0	0
MSTRG.74874.9	1	0	0	0
MSTRG.75.14	1	0	0	0
MSTRG.75142.3	1	0	0	0
MSTRG.75240.7	0	1	0	0
MSTRG.75317.8	0	1	0	0
MSTRG.75392.7	1	0	0	0
MSTRG.75604.21	1	0	0	0
MSTRG.75688.1	1	0	0	0
MSTRG.75776.6	0	0	1	0
MSTRG.75796.3	0	0	0	1
MSTRG.75881.3	1	0	0	0
MSTRG.76095.13	0	0	0	1
