transcript,gene,ref_transcript
MSTRG.40151.1,LAPTM4A,ENST00000175091
MSTRG.40151.12,LAPTM4A,ENST00000175091
MSTRG.40151.13,LAPTM4A,ENST00000175091
MSTRG.40151.16,LAPTM4A,ENST00000175091
MSTRG.40182.6,RHOB,ENST00000272233
MSTRG.40294.13,RAB10,ENST00000264710
MSTRG.40315.33,HADHB,ENST00000317799
MSTRG.40400.10,PPP1CB,ENST00000395366
MSTRG.40489.18,SNX17,ENST00000233575
MSTRG.40587.3,QPCT,ENST00000338415
MSTRG.40591.2,CDC42EP3,ENST00000295324
MSTRG.40628.13,SRSF7,ENST00000313117
MSTRG.40628.2,SRSF7,ENST00000425778
MSTRG.40630.3,GEMIN6,ENST00000281950
MSTRG.40647.19,EIF2AK2,ENST00000233057
MSTRG.40647.24,EIF2AK2,ENST00000233057
MSTRG.40647.7,EIF2AK2,ENST00000233057
MSTRG.40647.9,EIF2AK2,ENST00000233057
MSTRG.40875.7,ZFP36L2,ENST00000282388
MSTRG.40918.8,MCFD2,ENST00000409105
MSTRG.40918.9,MCFD2,ENST00000319466
MSTRG.40940.12,MSH6,ENST00000234420
MSTRG.41023.2,YIPF4,ENST00000238831
MSTRG.41023.6,YIPF4,ENST00000238831
MSTRG.41078.20,EFEMP1,ENST00000394555
MSTRG.41206.1,CCT4,ENST00000394440
MSTRG.41206.12,CCT4,ENST00000394440
MSTRG.41247.1,MDH1,ENST00000233114
MSTRG.41374.14,ACTR2,ENST00000377982
MSTRG.41374.8,ACTR2,ENST00000377982
MSTRG.41429.10,GFPT1,ENST00000357308
MSTRG.41447.3,PCYOX1,ENST00000433351
MSTRG.41484.29,NFU1,ENST00000410022
MSTRG.41484.8,NFU1,ENST00000303698
MSTRG.41599.11,MOB1A,ENST00000396049
MSTRG.4169.11,HIST2H4B,ENST00000579512
MSTRG.41700.2,MRPL19,ENST00000358788
MSTRG.41838.2,SFTPB,ENST00000519937
MSTRG.41894.2,RMND5A,ENST00000283632
MSTRG.42145.34,PROM2,ENST00000317620
MSTRG.42166.6,STARD7,ENST00000337288
MSTRG.4219.147,CTSS,ENST00000368985
MSTRG.4219.153,CTSS,ENST00000368985
MSTRG.4219.16,MCL1,ENST00000369026
MSTRG.4219.18,MCL1,ENST00000369026
MSTRG.4219.19,MCL1,ENST00000369026
MSTRG.4219.21,MCL1,ENST00000369026
MSTRG.4219.23,MCL1,ENST00000369026
MSTRG.4219.26,MCL1,ENST00000369026
MSTRG.4219.29,MCL1,ENST00000369026
MSTRG.4219.34,MCL1,ENST00000369026
MSTRG.4219.46,ENSA,ENST00000369014
MSTRG.4219.48,ENSA,ENST00000369014
MSTRG.4219.51,ENSA,ENST00000369014
MSTRG.4219.53,ENSA,ENST00000369014
MSTRG.4219.55,ENSA,ENST00000369014
MSTRG.42231.1,ANKRD23,ENST00000318357
MSTRG.42231.10,ANKRD23,ENST00000318357
MSTRG.42231.14,ANKRD39,ENST00000443120
MSTRG.42231.18,ANKRD23,ENST00000318357
MSTRG.42231.24,ANKRD23,ENST00000318357
MSTRG.42231.7,ANKRD23,ENST00000318357
MSTRG.42231.9,ANKRD23,ENST00000318357
MSTRG.42252.7,MGAT4A,ENST00000393487
MSTRG.42291.27,MRPL30,ENST00000338148
MSTRG.42292.11,MITD1,ENST00000289359
MSTRG.42292.13,MITD1,ENST00000289359
MSTRG.42327.3,RPL31,ENST00000264258
MSTRG.42334.17,RNF149,ENST00000295317
MSTRG.42406.8,TGFBRAP1,ENST00000393359
MSTRG.42406.9,TGFBRAP1,ENST00000258449
MSTRG.42411.13,C2orf49,ENST00000410049
MSTRG.42411.5,C2orf49,ENST00000410049
MSTRG.42412.16,FHL2,ENST00000530340
MSTRG.42641.32,IL1RN,ENST00000259206
MSTRG.43056.15,FAM168B,ENST00000389915
MSTRG.433.4,DFFA,ENST00000377038
MSTRG.43536.1,STAM2,ENST00000263904
MSTRG.4365.18,SPRR2E,ENST00000368750
MSTRG.4365.19,SPRR2G,ENST00000368748
MSTRG.438.3,UBIAD1,ENST00000376810
MSTRG.43913.1,BBS5,ENST00000295240
MSTRG.43913.4,BBS5,ENST00000295240
MSTRG.4403.1,S100A7A,ENST00000368729
MSTRG.4403.2,S100A7A,ENST00000368729
MSTRG.4403.3,S100A7A,ENST00000368729
MSTRG.4403.4,S100A7A,ENST00000368729
MSTRG.4403.5,S100A7A,ENST00000368729
MSTRG.4403.6,S100A7A,ENST00000368729
MSTRG.44086.8,ITGA6,ENST00000264107
MSTRG.44227.13,HNRNPA3,ENST00000411529
MSTRG.44294.1,SSFA2,ENST00000320370
MSTRG.44294.10,SSFA2,ENST00000431877
MSTRG.44294.13,SSFA2,ENST00000431877
MSTRG.44294.5,SSFA2,ENST00000320370
MSTRG.44294.6,SSFA2,ENST00000431877
MSTRG.44294.7,SSFA2,ENST00000320370
MSTRG.4451.53,S100A2,ENST00000368708
MSTRG.4451.55,S100A2,ENST00000368708
MSTRG.44672.43,SPATS2L,ENST00000409140
MSTRG.44672.82,SPATS2L,ENST00000358677
MSTRG.44683.33,BZW1,ENST00000409600
MSTRG.44683.35,BZW1,ENST00000409600
MSTRG.44683.38,BZW1,ENST00000409600
MSTRG.4474.26,ADAR,ENST00000368474
MSTRG.4474.3,ADAR,ENST00000368474
MSTRG.4474.31,ADAR,ENST00000368474
MSTRG.4474.37,ADAR,ENST00000368474
MSTRG.44778.28,NOP58,ENST00000264279
MSTRG.4481.7,EFNA1,ENST00000368407
MSTRG.44867.4,FASTKD2,ENST00000236980
MSTRG.44910.12,CREB1,ENST00000432329
MSTRG.4495.10,JTB,ENST00000271843
MSTRG.4495.6,JTB,ENST00000271843
MSTRG.45038.7,MREG,ENST00000620139
MSTRG.45038.8,MREG,ENST00000620139
MSTRG.45048.11,XRCC5,ENST00000392132
MSTRG.45076.11,IGFBP5,ENST00000233813
MSTRG.45076.5,IGFBP5,ENST00000233813
MSTRG.45076.6,IGFBP5,ENST00000233813
MSTRG.45076.8,IGFBP5,ENST00000233813
MSTRG.4510.13,TPM3,ENST00000328159
MSTRG.45117.26,ATIC,ENST00000236959
MSTRG.45117.32,ATIC,ENST00000236959
MSTRG.45130.1,ARPC2,ENST00000295685
MSTRG.45130.15,ARPC2,ENST00000295685
MSTRG.45130.16,ARPC2,ENST00000295685
MSTRG.45130.17,ARPC2,ENST00000295685
MSTRG.45130.18,ARPC2,ENST00000295685
MSTRG.45130.20,ARPC2,ENST00000295685
MSTRG.45130.24,ARPC2,ENST00000295685
MSTRG.45130.26,ARPC2,ENST00000295685
MSTRG.45134.4,PNKD,ENST00000248451
MSTRG.4514.18,PMVK,ENST00000368467
MSTRG.4514.8,PMVK,ENST00000368467
MSTRG.45200.14,DNPEP,ENST00000273075
MSTRG.45207.2,FAM134A,ENST00000430297
MSTRG.45207.6,FAM134A,ENST00000430297
MSTRG.4521.1,CKS1B,ENST00000308987
MSTRG.4527.28,ADAM15,ENST00000355956
MSTRG.4527.39,ADAM15,ENST00000449910
MSTRG.45305.88,GMPPA,ENST00000373908
MSTRG.45449.4,MFF,ENST00000304593
MSTRG.4546.3,SSR2,ENST00000295702
MSTRG.4546.8,SSR2,ENST00000480567
MSTRG.45466.8,ITM2C,ENST00000326427
MSTRG.45488.2,B3GNT7,ENST00000287590
MSTRG.45522.10,PTMA,ENST00000409115
MSTRG.45522.11,PTMA,ENST00000409115
MSTRG.45522.4,PTMA,ENST00000448874
MSTRG.45531.18,COPS7B,ENST00000350033
MSTRG.45531.20,COPS7B,ENST00000350033
MSTRG.45552.17,DIS3L2,ENST00000325385
MSTRG.45629.2,ARL4C,ENST00000339728
MSTRG.45629.3,ARL4C,ENST00000339728
MSTRG.45629.4,ARL4C,ENST00000339728
MSTRG.45629.5,ARL4C,ENST00000339728
MSTRG.4565.22,RHBG,ENST00000451864
MSTRG.45717.8,ASB1,ENST00000264607
MSTRG.45772.18,RAMP1,ENST00000409726
MSTRG.45812.2,GPC1,ENST00000264039
MSTRG.45812.4,GPC1,ENST00000264039
MSTRG.45816.5,RNPEPL1,ENST00000270357
MSTRG.45866.10,BOK,ENST00000318407
MSTRG.45866.11,BOK,ENST00000318407
MSTRG.45866.12,BOK,ENST00000318407
MSTRG.45866.16,BOK,ENST00000318407
MSTRG.45866.17,BOK,ENST00000318407
MSTRG.45866.18,BOK,ENST00000318407
MSTRG.45866.22,BOK,ENST00000318407
MSTRG.45866.25,BOK,ENST00000318407
MSTRG.45866.26,BOK,ENST00000318407
MSTRG.45866.3,BOK,ENST00000318407
MSTRG.45866.9,BOK,ENST00000318407
MSTRG.45870.8,ATG4B,ENST00000404914
MSTRG.45872.15,CSNK2A1,ENST00000217244
MSTRG.45877.8,DTYMK,ENST00000305784
MSTRG.4588.11,HDGF,ENST00000537739
MSTRG.4588.12,HDGF,ENST00000537739
MSTRG.4588.14,HDGF,ENST00000357325
MSTRG.4588.15,HDGF,ENST00000357325
MSTRG.45883.20,D2HGDH,ENST00000321264
MSTRG.45883.33,D2HGDH,ENST00000321264
MSTRG.45883.49,D2HGDH,ENST00000436747
MSTRG.45883.53,D2HGDH,ENST00000321264
MSTRG.45883.72,D2HGDH,ENST00000436747
MSTRG.45891.5,SRXN1,ENST00000381962
MSTRG.45914.8,TRIB3,ENST00000217233
MSTRG.45944.21,NSFL1C,ENST00000476071
MSTRG.45944.22,NSFL1C,ENST00000476071
MSTRG.45944.28,NSFL1C,ENST00000476071
MSTRG.45944.30,NSFL1C,ENST00000216879
MSTRG.45944.33,NSFL1C,ENST00000476071
MSTRG.45944.7,NSFL1C,ENST00000476071
MSTRG.45990.46,SEPT2,ENST00000391971
MSTRG.45990.70,SEPT2,ENST00000360051
MSTRG.46015.10,CENPB,ENST00000379751
MSTRG.46015.14,CENPB,ENST00000379751
MSTRG.46015.3,CENPB,ENST00000379751
MSTRG.46015.6,CENPB,ENST00000379751
MSTRG.46028.6,RNF24,ENST00000336095
MSTRG.46059.6,TMEM230,ENST00000379299
MSTRG.46072.8,CDS2,ENST00000460006
MSTRG.46115.3,PRNP,ENST00000379440
MSTRG.46115.7,PRNP,ENST00000430350
MSTRG.46122.11,RASSF2,ENST00000379376
MSTRG.46334.11,DSTN,ENST00000474024
MSTRG.46334.12,DSTN,ENST00000449141
MSTRG.46334.14,DSTN,ENST00000474024
MSTRG.46334.15,DSTN,ENST00000449141
MSTRG.46381.11,KAT14,ENST00000377681
MSTRG.464.10,FBXO44,ENST00000376770
MSTRG.464.27,FBXO44,ENST00000251546
MSTRG.464.29,FBXO44,ENST00000376770
MSTRG.464.36,FBXO44,ENST00000251547
MSTRG.464.48,FBXO44,ENST00000251546
MSTRG.464.53,FBXO44,ENST00000376770
MSTRG.464.8,FBXO44,ENST00000251547
MSTRG.46521.3,CD93,ENST00000246006
MSTRG.4671.3,CADM3,ENST00000368125
MSTRG.46818.79,ID1,ENST00000376105
MSTRG.46818.8,HM13,ENST00000335574
MSTRG.46947.17,AHCY,ENST00000217426
MSTRG.46947.4,AHCY,ENST00000217426
MSTRG.46957.90,RALY,ENST00000246194
MSTRG.47028.20,C20orf24,ENST00000483815
MSTRG.47061.25,BLCAP,ENST00000373537
MSTRG.47061.28,BLCAP,ENST00000414542
MSTRG.47063.5,NNAT,ENST00000062104
MSTRG.47084.1,RPRD1B,ENST00000373433
MSTRG.47238.2,MAFB,ENST00000373313
MSTRG.47309.6,TOP1,ENST00000361337
MSTRG.47351.1,PKIG,ENST00000372892
MSTRG.47373.11,SDC4,ENST00000372733
MSTRG.47373.12,SDC4,ENST00000372733
MSTRG.47373.13,SDC4,ENST00000372733
MSTRG.47373.3,SDC4,ENST00000372733
MSTRG.47421.11,UBE2C,ENST00000356455
MSTRG.47431.17,YWHAB,ENST00000372839
MSTRG.47433.13,PABPC1L,ENST00000217073
MSTRG.47433.16,PABPC1L,ENST00000255136
MSTRG.47573.10,RNF114,ENST00000244061
MSTRG.47573.7,RNF114,ENST00000244061
MSTRG.47573.8,RNF114,ENST00000622999
MSTRG.47610.12,UBE2V1,ENST00000340309
MSTRG.47610.13,UBE2V1,ENST00000340309
MSTRG.47610.14,UBE2V1,ENST00000340309
MSTRG.47610.15,UBE2V1,ENST00000557021
MSTRG.47610.17,UBE2V1,ENST00000557021
MSTRG.47610.19,UBE2V1,ENST00000340309
MSTRG.47610.53,TMEM189,ENST00000453505
MSTRG.47610.9,UBE2V1,ENST00000557021
MSTRG.47621.1,CEBPB,ENST00000303004
MSTRG.47647.2,DPM1,ENST00000371582
MSTRG.4765.12,TAGLN2,ENST00000368097
MSTRG.47723.4,TSHZ2,ENST00000371497
MSTRG.47723.5,TSHZ2,ENST00000329613
MSTRG.47772.1,ATP9A,ENST00000338821
MSTRG.47772.5,ATP9A,ENST00000338821
MSTRG.47777.8,PFDN4,ENST00000371419
MSTRG.4778.4,PEA15,ENST00000360472
MSTRG.4778.5,PEA15,ENST00000360472
MSTRG.4778.7,PEA15,ENST00000368076
MSTRG.47889.6,RBM38,ENST00000344785
MSTRG.47897.10,PMEPA1,ENST00000265626
MSTRG.47897.8,PMEPA1,ENST00000341744
MSTRG.47926.8,RAB22A,ENST00000244040
MSTRG.47953.14,PRELID3B,ENST00000355937
MSTRG.47953.5,ATP5E,ENST00000243997
MSTRG.48106.10,GID8,ENST00000266069
MSTRG.48106.29,GID8,ENST00000266069
MSTRG.48106.5,GID8,ENST00000266069
MSTRG.48127.10,EEF1A2,ENST00000217182
MSTRG.48135.1,PPDPF,ENST00000370177
MSTRG.48155.7,STMN3,ENST00000370053
MSTRG.48155.9,STMN3,ENST00000370053
MSTRG.4832.18,ATF6,ENST00000367942
MSTRG.48652.6,ATP5J,ENST00000400094
MSTRG.48858.10,IFNAR1,ENST00000270139
MSTRG.48879.13,IFNGR2,ENST00000381995
MSTRG.48899.17,AP000320.7,ENST00000362077
MSTRG.48899.21,AP000320.7,ENST00000362077
MSTRG.49018.65,KCNJ15,ENST00000328656
MSTRG.49054.11,HMGN1,ENST00000288344
MSTRG.49054.2,HMGN1,ENST00000288344
MSTRG.49054.5,HMGN1,ENST00000288344
MSTRG.49054.9,HMGN1,ENST00000288344
MSTRG.49062.15,B3GALT5,ENST00000343118
MSTRG.49062.18,B3GALT5,ENST00000343118
MSTRG.49062.21,B3GALT5,ENST00000343118
MSTRG.49062.23,B3GALT5,ENST00000343118
MSTRG.49062.24,B3GALT5,ENST00000343118
MSTRG.49062.26,B3GALT5,ENST00000343118
MSTRG.49062.28,B3GALT5,ENST00000343118
MSTRG.49062.31,B3GALT5,ENST00000343118
MSTRG.49062.4,B3GALT5,ENST00000343118
MSTRG.49062.5,B3GALT5,ENST00000343118
MSTRG.49062.6,B3GALT5,ENST00000343118
MSTRG.49062.7,B3GALT5,ENST00000343118
MSTRG.49122.2,RIPK4,ENST00000352483
MSTRG.49202.5,RRP1B,ENST00000340648
MSTRG.49227.16,PDXK,ENST00000291565
MSTRG.49227.21,PDXK,ENST00000291565
MSTRG.49227.22,PDXK,ENST00000291565
MSTRG.49227.23,PDXK,ENST00000291565
MSTRG.49227.29,PDXK,ENST00000291565
MSTRG.49227.30,PDXK,ENST00000291565
MSTRG.49246.54,WDR4,ENST00000330317
MSTRG.49247.8,NDUFV3,ENST00000340344
MSTRG.49253.14,UBE2G2,ENST00000345496
MSTRG.49253.15,UBE2G2,ENST00000345496
MSTRG.49253.34,SUMO3,ENST00000332859
MSTRG.49253.36,SUMO3,ENST00000332859
MSTRG.49253.37,SUMO3,ENST00000332859
MSTRG.49253.38,SUMO3,ENST00000332859
MSTRG.49253.4,UBE2G2,ENST00000345496
MSTRG.49253.5,UBE2G2,ENST00000345496
MSTRG.49259.12,PFKL,ENST00000349048
MSTRG.49259.34,PFKL,ENST00000349048
MSTRG.49259.40,PFKL,ENST00000349048
MSTRG.49259.41,PFKL,ENST00000349048
MSTRG.49260.17,C21orf2,ENST00000339818
MSTRG.49358.2,COL6A1,ENST00000361866
MSTRG.49364.34,COL6A2,ENST00000300527
MSTRG.49369.5,SPATC1L,ENST00000291672
MSTRG.49371.19,LSS,ENST00000397728
MSTRG.49592.11,DGCR14,ENST00000252137
MSTRG.49592.12,DGCR14,ENST00000252137
MSTRG.49592.9,DGCR14,ENST00000252137
MSTRG.49632.21,SLC25A1,ENST00000215882
MSTRG.49647.16,HIRA,ENST00000263208
MSTRG.49676.10,DGCR6L,ENST00000248879
MSTRG.49700.5,RANBP1,ENST00000402752
MSTRG.49700.50,ZDHHC8,ENST00000334554
MSTRG.49759.11,SMARCB1,ENST00000407422
MSTRG.49778.2,YPEL1,ENST00000339468
MSTRG.49793.28,PPIL2,ENST00000417788
MSTRG.49819.4,SPECC1L,ENST00000314328
MSTRG.49819.6,SPECC1L,ENST00000314328
MSTRG.49938.2,SNRPD3,ENST00000215829
MSTRG.49938.7,SNRPD3,ENST00000215829
MSTRG.49938.8,SNRPD3,ENST00000215829
MSTRG.50036.2,SRRD,ENST00000215917
MSTRG.50094.4,SNAP29,ENST00000215730
MSTRG.501.45,MFN2,ENST00000444836
MSTRG.5014.13,MGST3,ENST00000367884
MSTRG.50141.10,UQCR10,ENST00000401406
MSTRG.50141.8,UQCR10,ENST00000401406
MSTRG.50141.9,UQCR10,ENST00000401406
MSTRG.50163.41,EWSR1,ENST00000414183
MSTRG.50177.26,TCN2,ENST00000450638
MSTRG.50197.3,PIK3IP1,ENST00000215912
MSTRG.5026.18,FAM78B,ENST00000338353
MSTRG.50459.17,APOL3,ENST00000422426
MSTRG.50470.10,APOL1,ENST00000319136
MSTRG.50470.14,APOL1,ENST00000319136
MSTRG.50470.15,APOL1,ENST00000422706
MSTRG.50470.4,APOL1,ENST00000319136
MSTRG.50470.5,APOL1,ENST00000319136
MSTRG.50486.16,H1F0,ENST00000340857
MSTRG.50486.20,H1F0,ENST00000340857
MSTRG.50486.21,H1F0,ENST00000340857
MSTRG.50494.10,EIF3L,ENST00000412331
MSTRG.50494.17,EIF3L,ENST00000412331
MSTRG.50494.30,EIF3L,ENST00000412331
MSTRG.50494.5,EIF3L,ENST00000412331
MSTRG.50494.9,EIF3L,ENST00000381683
MSTRG.50508.110,SH3BP1,ENST00000357436
MSTRG.50540.15,APOBEC3B,ENST00000333467
MSTRG.50573.9,MGAT3,ENST00000341184
MSTRG.50576.2,SYNGR1,ENST00000318801
MSTRG.50583.1,RPS19BP1,ENST00000420879
MSTRG.50597.16,TNRC6B,ENST00000301923
MSTRG.50624.3,TOMM22,ENST00000216034
MSTRG.50629.34,DNAL4,ENST00000216068
MSTRG.50652.2,RBX1,ENST00000216225
MSTRG.50671.2,PHF5A,ENST00000216252
MSTRG.50677.53,RANGAP1,ENST00000356244
MSTRG.50679.11,ZC3H7B,ENST00000352645
MSTRG.50679.12,ZC3H7B,ENST00000352645
MSTRG.50679.13,ZC3H7B,ENST00000352645
MSTRG.50679.15,ZC3H7B,ENST00000352645
MSTRG.50679.4,ZC3H7B,ENST00000352645
MSTRG.50679.7,ZC3H7B,ENST00000352645
MSTRG.50679.8,ZC3H7B,ENST00000352645
MSTRG.50679.9,ZC3H7B,ENST00000352645
MSTRG.50710.64,DESI1,ENST00000263256
MSTRG.50735.27,NAGA,ENST00000396398
MSTRG.50738.6,FAM109B,ENST00000321753
MSTRG.50752.2,RRP7A,ENST00000323013
MSTRG.50752.9,RRP7A,ENST00000323013
MSTRG.50759.8,TSPO,ENST00000396265
MSTRG.5076.21,MPZL1,ENST00000359523
MSTRG.5076.3,MPZL1,ENST00000359523
MSTRG.50763.3,MPPED1,ENST00000334209
MSTRG.50828.11,KIAA0930,ENST00000336156
MSTRG.50828.15,KIAA0930,ENST00000336156
MSTRG.50828.18,KIAA0930,ENST00000336156
MSTRG.50828.3,KIAA0930,ENST00000251993
MSTRG.50828.4,KIAA0930,ENST00000251993
MSTRG.50869.17,PPARA,ENST00000262735
MSTRG.50905.8,TBC1D22A,ENST00000380995
MSTRG.51046.41,PPP6R2,ENST00000612753
MSTRG.51047.27,SBF1,ENST00000348911
MSTRG.51204.15,BHLHE40,ENST00000256495
MSTRG.5128.23,UFC1,ENST00000368003
MSTRG.51398.6,VGLL4,ENST00000273038
MSTRG.51443.18,RAF1,ENST00000251849
MSTRG.51447.14,HDAC11,ENST00000295757
MSTRG.51447.4,HDAC11,ENST00000295757
MSTRG.51447.8,HDAC11,ENST00000295757
MSTRG.5146.1,SDHC,ENST00000367975
MSTRG.5146.5,SDHC,ENST00000367975
MSTRG.5146.6,SDHC,ENST00000367975
MSTRG.51464.8,WNT7A,ENST00000285018
MSTRG.51464.9,WNT7A,ENST00000285018
MSTRG.51580.2,OXNAD1,ENST00000285083
MSTRG.51600.2,SH3BP5,ENST00000383791
MSTRG.51679.12,RPL15,ENST00000307839
MSTRG.51679.13,RPL15,ENST00000307839
MSTRG.51679.14,RPL15,ENST00000307839
MSTRG.51679.17,RPL15,ENST00000307839
MSTRG.51679.18,RPL15,ENST00000307839
MSTRG.51679.21,RPL15,ENST00000307839
MSTRG.51679.22,RPL15,ENST00000307839
MSTRG.51679.9,RPL15,ENST00000307839
MSTRG.51756.14,NGLY1,ENST00000280700
MSTRG.51817.21,THRB,ENST00000280696
MSTRG.51901.18,GPD1L,ENST00000282541
MSTRG.51901.22,GPD1L,ENST00000282541
MSTRG.52023.28,LRRFIP2,ENST00000336686
MSTRG.52132.11,RPL14,ENST00000338970
MSTRG.52132.12,RPL14,ENST00000338970
MSTRG.52132.13,RPL14,ENST00000338970
MSTRG.52132.3,RPL14,ENST00000338970
MSTRG.52132.7,RPL14,ENST00000338970
MSTRG.52132.8,RPL14,ENST00000338970
MSTRG.52183.29,VIPR1,ENST00000325123
MSTRG.52240.1,NKTR,ENST00000429888
MSTRG.52322.4,LIMD1,ENST00000273317
MSTRG.52326.1,LZTFL1,ENST00000296135
MSTRG.52326.9,LZTFL1,ENST00000296135
MSTRG.52334.2,CCR5,ENST00000292303
MSTRG.52334.3,CCR5,ENST00000292303
MSTRG.52418.113,IP6K2,ENST00000416707
MSTRG.52418.114,IP6K2,ENST00000328631
MSTRG.52427.16,SHISA5,ENST00000417962
MSTRG.52427.18,SHISA5,ENST00000417962
MSTRG.52427.23,SHISA5,ENST00000417962
MSTRG.52427.25,SHISA5,ENST00000296444
MSTRG.52427.27,SHISA5,ENST00000417962
MSTRG.52427.28,SHISA5,ENST00000296444
MSTRG.52427.30,SHISA5,ENST00000417962
MSTRG.52427.32,SHISA5,ENST00000417962
MSTRG.52456.37,RBM6,ENST00000266022
MSTRG.52463.12,RHOA,ENST00000418115
MSTRG.52463.14,RHOA,ENST00000418115
MSTRG.52463.15,RHOA,ENST00000422781
MSTRG.52468.15,RP11-949J7.8,ENST00000637088
MSTRG.52468.2,RP11-949J7.8,ENST00000638079
MSTRG.52503.1,SLC25A20,ENST00000440964
MSTRG.52538.1,DUSP7,ENST00000495880
MSTRG.52563.2,RBM15B,ENST00000563281
MSTRG.52588.11,WDR82,ENST00000296490
MSTRG.52588.13,WDR82,ENST00000296490
MSTRG.52588.4,WDR82,ENST00000296490
MSTRG.52607.1,SELK,ENST00000541726
MSTRG.52607.2,SELK,ENST00000495461
MSTRG.52682.4,CHDH,ENST00000315251
MSTRG.52731.1,FAM107A,ENST00000394481
MSTRG.52872.3,SUCLG2,ENST00000307227
MSTRG.52939.53,TMF1,ENST00000398559
MSTRG.53226.5,CGGBP1,ENST00000309534
MSTRG.53226.9,CGGBP1,ENST00000309534
MSTRG.53375.10,CMSS1,ENST00000421999
MSTRG.53603.11,NECTIN3,ENST00000485303
MSTRG.53634.1,PLCXD2,ENST00000393934
MSTRG.53644.10,SPCS1,ENST00000233025
MSTRG.53644.11,SPCS1,ENST00000233025
MSTRG.53644.8,SPCS1,ENST00000233025
MSTRG.53644.9,SPCS1,ENST00000233025
MSTRG.53645.9,NEK4,ENST00000233027
MSTRG.53652.8,CCDC80,ENST00000206423
MSTRG.53662.1,ATG3,ENST00000283290
MSTRG.53763.1,NAA50,ENST00000240922
MSTRG.53777.60,B4GALT4,ENST00000483209
MSTRG.53779.36,UPK1B,ENST00000264234
MSTRG.53786.10,TIMMDC1,ENST00000494664
MSTRG.53786.12,TIMMDC1,ENST00000494664
MSTRG.53786.17,TIMMDC1,ENST00000494664
MSTRG.53786.6,TIMMDC1,ENST00000494664
MSTRG.53804.13,COX17,ENST00000261070
MSTRG.53804.24,COX17,ENST00000261070
MSTRG.53804.34,COX17,ENST00000484810
MSTRG.53832.2,FSTL1,ENST00000295633
MSTRG.53900.6,PARP14,ENST00000474629
MSTRG.53996.11,UMPS,ENST00000232607
MSTRG.53996.14,UMPS,ENST00000232607
MSTRG.53996.3,UMPS,ENST00000232607
MSTRG.53996.7,UMPS,ENST00000232607
MSTRG.53996.8,UMPS,ENST00000467167
MSTRG.54091.16,RAB43,ENST00000315150
MSTRG.54091.6,RAB43,ENST00000315150
MSTRG.54096.13,COPG1,ENST00000314797
MSTRG.5411.73,CACYBP,ENST00000367679
MSTRG.54126.1,H1FX,ENST00000333762
MSTRG.54126.17,H1FX,ENST00000333762
MSTRG.54126.2,H1FX,ENST00000333762
MSTRG.54185.25,ATP2C1,ENST00000510168
MSTRG.54195.11,NUDT16,ENST00000521288
MSTRG.5425.30,TOR3A,ENST00000367627
MSTRG.543.10,HES2,ENST00000377834
MSTRG.54377.20,COPB2,ENST00000333188
MSTRG.5467.13,QSOX1,ENST00000367600
MSTRG.5467.2,QSOX1,ENST00000367600
MSTRG.5467.3,QSOX1,ENST00000367602
MSTRG.5467.8,QSOX1,ENST00000367602
MSTRG.54687.4,SELT,ENST00000471696
MSTRG.54776.11,RAP2B,ENST00000323534
MSTRG.54776.12,RAP2B,ENST00000323534
MSTRG.54776.13,RAP2B,ENST00000323534
MSTRG.54846.1,DHX36,ENST00000496811
MSTRG.54870.6,MME,ENST00000360490
MSTRG.54872.10,SLC33A1,ENST00000359479
MSTRG.54872.2,SLC33A1,ENST00000359479
MSTRG.54872.5,SLC33A1,ENST00000359479
MSTRG.54888.1,SSR3,ENST00000265044
MSTRG.54936.15,MLF1,ENST00000484955
MSTRG.54971.4,KPNA4,ENST00000334256
MSTRG.54971.8,KPNA4,ENST00000334256
MSTRG.55176.14,PDCD10,ENST00000392750
MSTRG.55243.13,TNFSF10,ENST00000241261
MSTRG.55458.41,TBL1XR1,ENST00000352800
MSTRG.55474.4,NDUFB5,ENST00000259037
MSTRG.5556.4,GLUL,ENST00000311223
MSTRG.55618.2,ABCF3,ENST00000429586
MSTRG.55649.27,POLR2H,ENST00000438240
MSTRG.55658.2,MAP3K13,ENST00000438798
MSTRG.55658.4,MAP3K13,ENST00000448876
MSTRG.55668.5,PSMD2,ENST00000310118
MSTRG.55668.8,PSMD2,ENST00000310118
MSTRG.55678.6,IGF2BP2,ENST00000382199
MSTRG.5582.1,LAMC1,ENST00000258341
MSTRG.5582.3,LAMC1,ENST00000258341
MSTRG.55839.8,CLDN1,ENST00000295522
MSTRG.55869.6,CCDC50,ENST00000392455
MSTRG.55960.1,PPP1R2,ENST00000618156
MSTRG.56109.45,TCTEX1D2,ENST00000325318
MSTRG.56118.16,RNF212,ENST00000333673
MSTRG.56118.8,RNF212,ENST00000333673
MSTRG.56143.5,ABCA11P,ENST00000451020
MSTRG.56154.14,PCGF3,ENST00000440452
MSTRG.56154.32,PCGF3,ENST00000362003
MSTRG.56168.9,FAM53A,ENST00000489363
MSTRG.56171.222,MUC20,ENST00000447234
MSTRG.56188.34,UVSSA,ENST00000389851
MSTRG.56196.1,HAUS3,ENST00000243706
MSTRG.56209.11,TNIP2,ENST00000315423
MSTRG.56209.12,TNIP2,ENST00000510267
MSTRG.56211.18,RNF4,ENST00000314289
MSTRG.56230.1,NELFA,ENST00000382882
MSTRG.56241.1,LRPAP1,ENST00000500728
