Length	transcript_id
651	MSTRG.73235.124
267	MSTRG.73235.125
4638	MSTRG.73235.126
625	MSTRG.73235.127
420	MSTRG.73235.134
265	MSTRG.73235.135
2664	MSTRG.73235.137
651	MSTRG.73235.138
8259	MSTRG.73235.139
267	MSTRG.73235.141
33	MSTRG.73235.142
1330	MSTRG.73235.143
2927	MSTRG.73269.15
41	MSTRG.73368.17
573	MSTRG.734.4
84	MSTRG.73563.2
114	MSTRG.73604.5
105	MSTRG.73671.2
35	MSTRG.73690.3
861	MSTRG.73703.22
861	MSTRG.73703.40
1594	MSTRG.73833.14
46	MSTRG.73838.10
46	MSTRG.73838.5
51	MSTRG.73853.12
48	MSTRG.73853.26
46	MSTRG.73853.27
54	MSTRG.73853.29
51	MSTRG.73853.3
51	MSTRG.73853.36
85	MSTRG.73853.55
38	MSTRG.73873.10
47	MSTRG.73873.19
22	MSTRG.74031.8
790	MSTRG.7409.10
889	MSTRG.7409.11
13350	MSTRG.7409.3
151	MSTRG.74160.2
333	MSTRG.74244.14
361	MSTRG.74244.15
25	MSTRG.74244.18
361	MSTRG.74244.21
333	MSTRG.74244.7
345	MSTRG.74244.8
345	MSTRG.74244.9
25	MSTRG.74249.43
7099	MSTRG.74506.28
1276	MSTRG.74506.57
100	MSTRG.74560.10
100	MSTRG.74560.8
206	MSTRG.7465.12
462	MSTRG.74783.2
52	MSTRG.74783.3
91	MSTRG.74874.11
46	MSTRG.74874.13
91	MSTRG.74874.14
46	MSTRG.74874.15
316	MSTRG.74874.16
271	MSTRG.74874.17
226	MSTRG.74874.18
361	MSTRG.74874.20
46	MSTRG.74874.21
361	MSTRG.74874.23
46	MSTRG.74874.27
46	MSTRG.74874.7
91	MSTRG.74874.9
558	MSTRG.75.14
75	MSTRG.75142.3
57	MSTRG.75240.7
123	MSTRG.75317.8
201	MSTRG.75392.7
32	MSTRG.75604.21
67	MSTRG.75688.1
45	MSTRG.75776.6
48	MSTRG.75796.3
1796	MSTRG.75881.3
40	MSTRG.76095.13
789	MSTRG.76136.6
789	MSTRG.76136.7
26	MSTRG.7615.14
25	MSTRG.76764.3
23	MSTRG.76764.4
64	MSTRG.76764.6
30	MSTRG.76764.7
31	MSTRG.76913.5
25	MSTRG.76990.16
1277	MSTRG.77173.1
1321	MSTRG.77173.2
27	MSTRG.77224.4
25	MSTRG.7732.2
792	MSTRG.77331.1
42	MSTRG.77349.10
67	MSTRG.77390.5
9239	MSTRG.77569.10
9239	MSTRG.77569.11
3045	MSTRG.77569.3
9297	MSTRG.77569.8
3075	MSTRG.77734.1
51	MSTRG.77734.10
998	MSTRG.77734.7
57	MSTRG.77845.7
4124	MSTRG.77845.8
4549	MSTRG.77845.9
6469	MSTRG.77877.5
32	MSTRG.7793.2
32	MSTRG.78126.16
54	MSTRG.78126.9
91	MSTRG.7816.18
166	MSTRG.78263.6
166	MSTRG.78263.7
110	MSTRG.78268.15
24	MSTRG.78277.15
72	MSTRG.78302.54
176	MSTRG.78323.14
176	MSTRG.78323.19
1717	MSTRG.78323.20
1095	MSTRG.78323.21
1095	MSTRG.78323.5
176	MSTRG.78323.7
4145	MSTRG.78323.9
47	MSTRG.78437.6
448	MSTRG.78556.1
122	MSTRG.78556.2
31	MSTRG.78557.10
1680	MSTRG.78655.3
2875	MSTRG.78819.2
3240	MSTRG.78819.7
86	MSTRG.78878.2
23	MSTRG.78878.3
770	MSTRG.79291.63
45	MSTRG.79319.1
151	MSTRG.79369.1
49	MSTRG.79369.3
56	MSTRG.79369.4
921	MSTRG.79417.1
8024	MSTRG.79873.16
534	MSTRG.79900.2
29	MSTRG.79958.10
86	MSTRG.80247.5
134	MSTRG.80254.6
33	MSTRG.80289.33
46	MSTRG.80289.44
4308	MSTRG.8031.13
4611	MSTRG.8031.7
43	MSTRG.80383.14
801	MSTRG.8039.2
29	MSTRG.80444.6
853	MSTRG.80523.2
1427	MSTRG.80523.5
317	MSTRG.80523.6
36	MSTRG.80531.13
63	MSTRG.80549.8
4968	MSTRG.80688.18
1445	MSTRG.80693.1
731	MSTRG.80693.2
53	MSTRG.80703.18
133	MSTRG.80703.22
4528	MSTRG.80708.2
35	MSTRG.80722.5
40	MSTRG.80791.9
776	MSTRG.80799.2
178	MSTRG.808.2
30	MSTRG.80913.9
34	MSTRG.80991.4
30	MSTRG.80991.5
29	MSTRG.80991.6
42	MSTRG.80991.7
43	MSTRG.80991.8
24	MSTRG.80991.9
635	MSTRG.81073.1
635	MSTRG.81073.6
41	MSTRG.81092.28
38	MSTRG.81104.3
28	MSTRG.81107.8
106	MSTRG.81134.11
208	MSTRG.81246.5
946	MSTRG.81320.30
137	MSTRG.81359.10
68	MSTRG.81416.2
56	MSTRG.81416.4
45	MSTRG.81442.59
60	MSTRG.81444.6
64	MSTRG.81444.8
51	MSTRG.81495.21
80	MSTRG.81495.22
34	MSTRG.81495.44
80	MSTRG.81495.45
29	MSTRG.81495.53
51	MSTRG.81495.58
129	MSTRG.81495.62
148	MSTRG.81495.64
86	MSTRG.81495.66
118	MSTRG.81539.1
118	MSTRG.81539.5
25	MSTRG.81541.13
56	MSTRG.81541.25
25	MSTRG.81541.30
36	MSTRG.81541.34
22	MSTRG.81547.75
22	MSTRG.81547.76
89	MSTRG.81555.19
32	MSTRG.81555.7
45	MSTRG.81582.10
79	MSTRG.81598.9
71	MSTRG.81681.12
124	MSTRG.81770.10
26	MSTRG.81824.13
47	MSTRG.82074.21
3201	MSTRG.82074.27
28	MSTRG.82134.15
895	MSTRG.82136.3
86	MSTRG.82283.20
41	MSTRG.82344.2
4200	MSTRG.8237.1
177	MSTRG.82489.4
215	MSTRG.82489.9
49	MSTRG.82507.17
25	MSTRG.82507.9
23	MSTRG.82553.6
40	MSTRG.82590.11
712	MSTRG.82711.17
712	MSTRG.82711.18
712	MSTRG.82711.29
712	MSTRG.82711.30
712	MSTRG.82711.32
712	MSTRG.82711.35
712	MSTRG.82711.40
712	MSTRG.82711.41
712	MSTRG.82711.44
429	MSTRG.82711.48
1138	MSTRG.82711.52
40	MSTRG.83130.50
48	MSTRG.83153.55
150	MSTRG.83210.9
39	MSTRG.83249.42
214	MSTRG.83253.2
22	MSTRG.83329.19
23	MSTRG.83329.26
26	MSTRG.83329.32
1204	MSTRG.83510.16
893	MSTRG.83673.3
53	MSTRG.83686.9
36	MSTRG.83726.2
28	MSTRG.83726.6
42	MSTRG.83760.9
218	MSTRG.83770.7
38	MSTRG.83778.11
23	MSTRG.83778.16
109	MSTRG.83778.17
56	MSTRG.83778.7
28	MSTRG.83778.8
31	MSTRG.83787.2
27	MSTRG.83788.26
30	MSTRG.83788.27
2222	MSTRG.83986.1
43	MSTRG.840.10
28	MSTRG.8417.1
3235	MSTRG.84363.28
3235	MSTRG.84363.32
4004	MSTRG.84363.40
22	MSTRG.84434.4
83	MSTRG.84434.9
150	MSTRG.84483.3
36	MSTRG.84483.5
56	MSTRG.84527.2
57	MSTRG.84527.3
57	MSTRG.84527.4
67	MSTRG.84687.19
64	MSTRG.84687.7
33	MSTRG.84824.13
26	MSTRG.8494.59
580	MSTRG.84985.1
1796	MSTRG.85153.8
318	MSTRG.85300.4
147	MSTRG.85397.4
147	MSTRG.85397.5
1851	MSTRG.85577.32
67	MSTRG.85625.3
26	MSTRG.85730.7
70	MSTRG.85730.8
23	MSTRG.85748.3
26	MSTRG.85766.13
102	MSTRG.85774.6
112	MSTRG.85781.17
103	MSTRG.85781.2
103	MSTRG.85781.3
103	MSTRG.85781.4
300	MSTRG.85781.5
79	MSTRG.85886.14
160	MSTRG.85886.24
42	MSTRG.85888.3
35	MSTRG.85888.4
64	MSTRG.8606.3
30	MSTRG.863.3
91	MSTRG.86328.3
36	MSTRG.86390.2
1836	MSTRG.865.4
230	MSTRG.8650.5
33	MSTRG.8698.103
3850	MSTRG.876.13
3850	MSTRG.876.22
134	MSTRG.876.5
1233	MSTRG.8825.8
79	MSTRG.8941.4
113	MSTRG.9029.15
710	MSTRG.911.8
431	MSTRG.9119.3
212	MSTRG.9327.4
32	MSTRG.9339.1
53	MSTRG.9520.6
31	MSTRG.9521.57
31	MSTRG.9521.59
74	MSTRG.9547.16
36	MSTRG.9556.4
92	MSTRG.9653.32
34	MSTRG.9804.4
24	MSTRG.9816.25
11631	MSTRG.9819.1
11631	MSTRG.9819.13
2583	MSTRG.9819.25
99	MSTRG.9819.55
52	MSTRG.983.23
96	MSTRG.983.28
28	MSTRG.9872.2
86	MSTRG.9896.13
1099	MSTRG.9896.16
1099	MSTRG.9896.22
1099	MSTRG.9896.23
1099	MSTRG.9896.24
954	MSTRG.9896.5
1099	MSTRG.9896.7
778	MSTRG.997.1
22	MSTRG.999.54
